ID,상임위,소관,사업명,지역성사업,2년 연속 신규사업,깜깜이 사업,예산,A,B,C
BG075,과학기술정보방송통신위원회,과학기술정보통신부,부산-캠프관 건립,1,0,0,1400,0,0,0
BG076,교육위원회,교육부,부산대 부설 특수학교,1,0,0,1361,0,0,0
BG077,산업통상자원중소벤처기업위원회,산업통상자원부,LPG 소형저장탱크 보급사업 대구 북구 무태조야동,1,0,1,1350,0,0,0
BG078,국토교통위원회,국토교통부,교통약자장거리이동지원,0,0,0,1342,0,0,0
BG079,교육위원회,교육부,공주대 부설 특수학교,1,0,0,1341,0,0,0
BG080,농림축산식품해양수산위원회,산림청,산림생명산업(산림 바이오 혁신성장 거점 조성),1,0,0,1300,0,0,0
BG081,산업통상자원중소벤처기업위원회,산업통상자원부,디지털 헬스케어 생태계 구축,1,0,0,1300,0,0,0
BG082,보건복지위원회,보건복지부,인천가족공원 화장로 개보수,1,0,0,1300,0,1,1
BG083,산업통상자원중소벤처기업위원회,산업통상자원부,중소형 선박 기자재 품질 고도화 센터 구축,1,0,1,1233,0,0,0
BG084,교육위원회,교육부,부산대 양산캠퍼스 융합과학기술대학 신설,1,0,0,1220,0,1,0
BG085,환경노동위원회,환경부,남원 월락정수장,1,0,0,1217,0,1,0
BG086,정무위원회,국무조정실 및 국무총리비서실,한-인도네시아 산업 혁신 연구협력사업(R&D ODA),0,0,0,1200,0,0,0
BG087,농림축산식품해양수산위원회,농림축산식품부,농업농촌 알리기,0,0,0,1200,0,0,0
BG088,산업통상자원중소벤처기업위원회,산업통상자원부,한국 안경산업 고도화 육성 사업,0,0,0,1200,0,0,0
BG089,환경노동위원회,환경부,합천 쌍백,1,0,0,1200,0,0,0
BG090,환경노동위원회,고용노동부,노동단체 노후시설 개선지원,1,0,0,1200,0,0,0
BG091,국토교통위원회,국토교통부,국립항공박물관 운영,1,0,0,1198,0,0,0
BG092,국토교통위원회,국토교통부,부산 남구 용호3동 공영주차장 조성,1,0,0,1170,0,0,1
BG093,정무위원회,국무조정실 및 국무총리비서실,미세먼지개선 기획단 운영,0,0,0,1167,0,0,0
BG094,정무위원회,사회적참사 특별조사위원회,피해자 지원 대책 수립,0,0,0,1150,0,1,0
BG095,정무위원회,국가보훈처,4.19혁명공로수당,0,0,0,1131,0,0,0
BG096,산업통상자원중소벤처기업위원회,산업통상자원부,디자인ㆍ온라인 제조 플랫폼 서비스,0,0,0,1122,0,0,0
BG097,교육위원회,교육부,충북대학교병원 수술실 증축,1,0,1,1068,0,0,0
BG098,산업통상자원중소벤처기업위원회,산업통상자원부,LPG 소형저장탱크 보급사업 파주,1,0,1,1050,0,0,0
BG099,교육위원회,교육부,공주대 공과대학 공동 실습공장 건립,1,0,0,1000,0,1,0
BG100,교육위원회,교육부,공영형 사립대학 기획 연구,0,0,0,1000,0,0,0
BG101,과학기술정보방송통신위원회,과학기술정보통신부,대덕특구리노베이션 마스터플랜 수립,1,0,0,1000,0,0,0
BG102,행정안전위원회,행정안전부,광양시 급경사지 붕괴 위험지역 정비,1,0,0,1000,0,0,1
BG103,문화체육관광위원회,문화체육관광부,IP 융복합 콘텐츠 클러스터 조성,0,0,0,1000,0,0,0
BG104,문화체육관광위원회,문화체육관광부,덕산온천 휴양마을 조성,1,0,0,1000,0,0,0
BG105,농림축산식품해양수산위원회,농림축산식품부,기능성식품 제형기술 기반구축 센터 건립,1,0,0,1000,0,0,0
BG106,농림축산식품해양수산위원회,농림축산식품부,유기농산업 복합서비스 지원단지 조성,1,0,0,1000,0,0,0
BG107,농림축산식품해양수산위원회,해양수산부,군산 해양관광복합지구 조성,1,0,0,1000,0,0,1
BG108,농림축산식품해양수산위원회,해양수산부,고성 해중경관지구 조성,1,0,0,1000,0,0,1
BG109,농림축산식품해양수산위원회,해양수산부,제주 해중경관지구 조성,1,0,0,1000,0,0,1
BG110,농림축산식품해양수산위원회,해양수산부,울산 해양연안 체험 공원 조성,1,0,1,1000,0,0,0
BG111,농림축산식품해양수산위원회,해양수산부,대천항 선원복지회관 건립,1,0,0,1000,0,0,0
BG112,농림축산식품해양수산위원회,해양수산부,대산항 항만근로자 복지관 건립,1,0,0,1000,0,0,0
BG113,농림축산식품해양수산위원회,해양수산부,평택 당진항 항만종사자 종합복지관 건립,1,0,0,1000,0,0,0
BG114,농림축산식품해양수산위원회,해양수산부,도서지역 생활필수품 해상운송비 지원,0,0,0,1000,0,0,0
BG115,농림축산식품해양수산위원회,해양수산부,포항문어 산란서식장조성,1,0,0,1000,0,0,0
BG116,농림축산식품해양수산위원회,해양수산부,전남 수산기술원 여수지원 청사 신축,1,0,0,1000,0,0,0
BG117,농림축산식품해양수산위원회,해양수산부,경남 수산기술사업소 사천사무소 청사 신축,1,0,0,1000,0,0,0
BG118,농림축산식품해양수산위원회,해양수산부,인천 수산기술지원센터 청사 신축,1,0,0,1000,0,0,0
BG119,농림축산식품해양수산위원회,산림청,국립 김천 숲속야영장 조성,1,0,1,1000,0,0,0
BG120,산업통상자원중소벤처기업위원회,산업통상자원부,e-모빌리티 엑스포 개최 지원,1,1,0,1000,0,0,0
BG121,산업통상자원중소벤처기업위원회,중소벤처기업부,지식산업센터 건립-나주,1,0,0,1000,0,0,1
BG122,산업통상자원중소벤처기업위원회,중소벤처기업부,지식산업센터 건립전남 e-모빌리티,1,0,0,1000,0,0,1
BG123,산업통상자원중소벤처기업위원회,중소벤처기업부,지식산업센터 건립-울산,1,0,0,1000,0,0,1
BG124,산업통상자원중소벤처기업위원회,중소벤처기업부,지식산업센터 건립-진해,1,0,0,1000,0,0,1
BG125,산업통상자원중소벤처기업위원회,중소벤처기업부,지식산업센터 건립-남원,1,0,0,1000,0,0,1
BG126,산업통상자원중소벤처기업위원회,중소벤처기업부,지식산업센터 건립-춘천,1,0,0,1000,0,0,1
BG127,보건복지위원회,보건복지부,대구 수성구 육아종합 지원센터 건립,1,0,0,1000,0,0,1
BG128,보건복지위원회,보건복지부,경북 구미시 육아종합 지원센터 건립,1,0,0,1000,0,0,1
BG129,보건복지위원회,보건복지부,부산 사하구 육아종합 지원센터 건립,1,0,0,1000,0,0,1
BG130,환경노동위원회,환경부,구미산단 하수처리시설 폐수 전량 재이용 방안 연구,1,0,0,1000,0,0,0
BG131,국토교통위원회,국토교통부,자동차 튜닝인증 기술 지원 클러스터 조성(시험인증센터),1,0,0,1000,1,0,0
BG132,국토교통위원회,국토교통부,대구염색 산업단지 재생사업 토지보상,1,0,0,1000,0,0,0
BG133,국토교통위원회,국토교통부,동광주-광산 확장설계비,1,0,0,1000,0,0,1
BG134,국토교통위원회,국토교통부,안산-인천 타당성조사,1,0,0,1000,0,0,1
BG135,국토교통위원회,국토교통부,당진-아산 설계비,1,1,0,1000,0,0,1
BG136,국토교통위원회,국토교통부,영일만 횡단 고속도로 설계비,1,1,0,1000,1,0,1
BG137,국토교통위원회,국토교통부,양평-이천 고속도로 건설,1,0,0,1000,0,0,0
BG138,국토교통위원회,국토교통부,동면-송광(봉산)국도건설,1,1,0,1000,0,0,1
BG139,국토교통위원회,국토교통부,압해-송공국도건설,1,1,1,1000,0,0,1
BG140,국토교통위원회,국토교통부,구로차량기지이전,1,0,0,1000,0,0,0
BG141,국토교통위원회,국토교통부,흑산도 소형공항 건설,1,0,0,1000,1,0,0
BG142,국토교통위원회,국토교통부,시흥시 죽율 푸르지오6차 앞 선형불량도로 개선,1,0,0,1000,0,0,1
BG143,국토교통위원회,국토교통부,빛그린산단광주방면 진입도로,1,1,0,1000,0,0,0
BG144,국토교통위원회,행정중심복합도시건설청,국회세종의사당건립,1,0,1,1000,0,0,0
BG145,농림축산식품해양수산위원회,농림축산식품부,충북 청주시 오송읍 연제 저수지 수질개선,1,0,0,980,0,0,1
BG146,보건복지위원회,보건복지부,병사보수,1,0,0,970,0,0,0
BG147,문화체육관광위원회,문화체육관광부,민주주의 상징 문화콘텐츠 제작,1,0,1,900,0,0,0
BG148,농림축산식품해양수산위원회,해양수산부,어유정항 어구보관 창고 신축,1,0,1,900,0,0,0
BG149,보건복지위원회,보건복지부,천안추모공원 화장로 개보수,1,0,0,880,0,1,1
BG150,국토교통위원회,국토교통부,부산 부산진구 가야동 가남 공영주차장 조성,1,0,0,870,0,0,1
BG151,교육위원회,교육부,강원대 삼척캠퍼스 복합스포츠센터 신축,1,0,0,862,0,0,0
BG152,교육위원회,교육부,경인교육대학교 노후 시설 개선,1,0,1,840,0,0,0
BG153,보건복지위원회,보건복지부,강화 황청리 추모공원,1,0,0,840,0,1,1
BG154,정무위원회,사회적참사 특별조사위원회,안전사회 건설,0,0,0,835,0,1,0
BG155,교육위원회,교육부,경북대 미래창직관 개축,1,0,0,800,0,1,0
BG156,행정안전위원회,행정안전부,김천시 인리 재해위험 개선지구 정비,1,0,0,800,0,0,1
BG157,보건복지위원회,보건복지부,관사보수,1,0,0,800,0,0,0
BG158,행정안전위원회,행정안전부,군산시 창성동 부안군 청림 1급 경사지 붕괴위험지역 정비,1,0,0,750,0,0,1
BG159,문화체육관광위원회,문화체육관광부,효문화뿌리마을 조성,1,0,0,750,0,0,1
BG160,산업통상자원중소벤처기업위원회,산업통상자원부,LPG 소형저장탱크 보급사업 강화,1,0,1,750,0,0,0
BG161,행정안전위원회,행정안전부,타라와 유골봉환,0,0,0,745,0,0,0
BG162,보건복지위원회,보건복지부,어린이집 부정이용 불편 신고 및 현지조사지원,0,0,1,731,0,0,0
BG163,농림축산식품해양수산위원회,해양수산부,양양 남대천 연어 자연산란장 조성,1,0,0,700,0,0,0
BG164,농림축산식품해양수산위원회,해양수산부,대체 진입도로 건설,1,0,0,700,0,0,0
BG165,보건복지위원회,보건복지부,서귀포 추모공원 건립,1,0,0,700,0,1,1
BG166,환경노동위원회,환경부,유체성능시험센터(신규),1,0,0,700,0,0,0
BG167,보건복지위원회,보건복지부,안산시 하늘공원 봉안 시설 확충,1,0,0,677,0,1,1
BG168,국토교통위원회,행정중심복합도시건설청,광역도시계획 수립,0,0,0,666,0,0,0
BG169,행정안전위원회,행정안전부,일제 강제동원 진상조사 및 통국사 유골봉환,0,0,0,657,0,0,0
BG170,교육위원회,교육부,부산대학교치과병원 치의학 융복합 진료센터 건립,1,0,0,600,0,0,0
BG171,국방위원회,방위사업청,전술지대지유도무기,0,0,0,600,0,0,0
BG172,문화체육관광위원회,문화체육관광부,코리아드라마페스티벌,1,1,0,600,0,0,0
BG173,문화체육관광위원회,문화체육관광부,사신들 바다순례길 조성,1,0,0,600,0,0,1
BG174,문화체육관광위원회,문화체육관광부,홍주천년 양반마을 조성,1,0,0,600,0,0,1
BG175,산업통상자원중소벤처기업위원회,산업통상자원부,LPG 소형저장탱크 보급사업 구미,1,0,0,600,0,0,0
BG176,보건복지위원회,보건복지부,경주시 장사시설 화장로 교체,1,0,0,600,0,1,1
BG177,산업통상자원중소벤처기업위원회,산업통상자원부,울산석유 화학단지 지상통합 파이프랙 기본설계,1,0,0,560,0,0,0
BG178,교육위원회,교육부,강원대학교 대운동장 보수사업,1,0,1,550,0,0,0
BG179,보건복지위원회,보건복지부,영광 군남포천 보건 지소 신축,1,0,0,550,0,1,0
BG180,환경노동위원회,환경부,광주 광산 본촌마을,1,0,0,540,0,0,0
BG181,보건복지위원회,보건복지부,영주 장애인복지시설 법인 운영비 지원,1,0,0,530,0,0,0
BG182,문화체육관광위원회,문화체육관광부,문화산수 구곡관광길 조성,1,0,0,525,0,0,1
BG183,정무위원회,공정거래위원회,대규모유통업 가맹사업 관련 사업 이관액,0,0,0,519,0,0,0
BG184,국회운영위원회,국회,한반도 번영과 평화포럼,0,0,1,500,0,0,0
BG185,정무위원회,국가보훈처,지방보훈회관(충주),1,0,0,500,0,0,1
BG186,정무위원회,국가보훈처,지방보훈회관(칠곡),1,0,1,500,0,0,1
BG187,정무위원회,국가보훈처,임정사적지탐방 2200km,0,0,1,500,0,0,0
BG188,행정안전위원회,행정안전부,제주 4.3 유적 보존,1,0,0,500,0,0,0
BG189,농림축산식품해양수산위원회,농림축산식품부,대구 달성군 신당지구 배수개선,1,0,0,500,0,0,1
BG190,농림축산식품해양수산위원회,농림축산식품부,기후변화 대응 농업 연구단지 조성,0,0,0,500,0,0,0
BG191,농림축산식품해양수산위원회,농림축산식품부,충북 중북부지구 농촌 용수이용체계재편,1,1,0,500,0,0,1
BG192,농림축산식품해양수산위원회,농림축산식품부,아산 북부지구 농촌 용수이용체계재편,1,1,0,500,0,0,1
BG193,농림축산식품해양수산위원회,농림축산식품부,구례 중산지구 다목적 농촌용수개발,1,0,1,500,0,0,1
BG194,농림축산식품해양수산위원회,농림축산식품부,금호-군내 농촌용수 이용체계재편,1,0,1,500,0,0,1
BG195,농림축산식품해양수산위원회,해양수산부,완도 해양치유센터 건립,1,0,0,500,0,0,1
BG196,농림축산식품해양수산위원회,해양수산부,부산 마리나 비즈니스 R&D 센터 건립,1,1,0,500,0,0,1
BG197,농림축산식품해양수산위원회,해양수산부,성산포항 선원복지회관 시설 사업,1,0,0,500,0,0,0
BG198,산업통상자원중소벤처기업위원회,산업통상자원부,광융합산업 생태계 기반 조성 지원사업,1,0,0,500,0,0,0
BG199,산업통상자원중소벤처기업위원회,산업통상자원부,중소형 특수선박 지원 센터 구축사업,1,0,1,500,0,0,0
BG200,산업통상자원중소벤처기업위원회,중소벤처기업부,빅데이터센터,0,0,0,500,0,0,0
BG201,산업통상자원중소벤처기업위원회,중소벤처기업부,세종 산업기술단지(테크노 파크)조성 사업,1,0,0,500,0,1,0
BG202,보건복지위원회,보건복지부,의료기술시험훈련원 구축,0,0,0,500,0,0,0
BG203,환경노동위원회,환경부,군산 성산면,1,0,0,500,0,0,0
BG204,환경노동위원회,환경부,청주 가덕 상대리 내수구성리,1,0,0,500,0,0,0
BG205,환경노동위원회,환경부,서귀포 예래 대륜 2단계,1,0,0,500,0,0,0
BG206,환경노동위원회,환경부,화성 향남,1,0,0,500,0,0,0
BG207,환경노동위원회,환경부,대구 이천봉덕지구,1,0,0,500,0,0,0
BG208,환경노동위원회,환경부,포항 청림 제철동,1,0,0,500,0,0,0
BG209,환경노동위원회,환경부,고양 흥도,1,0,1,500,0,0,0
BG210,환경노동위원회,환경부,노후상수관망 정비(거제),1,0,0,500,0,0,0
BG211,국토교통위원회,국토교통부,달빛내륙철도건설대구 -광주 사전타당성조사,1,0,1,500,0,0,0
BG212,국토교통위원회,국토교통부,위례신사선 경전철(위례중앙역-삼동),1,0,0,500,0,0,0
BG213,국토교통위원회,국토교통부,계양-강화 사전 기본 계획조사비,1,0,0,500,0,1,1
BG214,국토교통위원회,국토교통부,연곡-현북,1,0,1,500,0,0,1
BG215,국토교통위원회,국토교통부,양구-원통 국도건설,1,0,0,500,0,0,1
BG216,국토교통위원회,국토교통부,직산-부성 국도건설,1,0,0,500,0,0,1
BG217,국토교통위원회,국토교통부,입장-진천국도건설,1,0,0,500,0,0,1
BG218,국토교통위원회,국토교통부,포항-안동1-1국도건설,1,0,1,500,0,0,1
BG219,국토교통위원회,국토교통부,신림-판부 국도건설,1,0,0,500,0,0,1
BG220,국토교통위원회,국토교통부,국도 27호선순창 가남지구 개선 실시설계 용역,1,0,0,500,0,0,1
BG221,국토교통위원회,국토교통부,국도30호선 소학교차로 개선,1,1,1,500,0,0,1
BG222,국토교통위원회,국토교통부,무안국제공항 활주로 연장,1,0,0,500,1,0,0
BG223,국토교통위원회,국토교통부,부산 금정구 선동 상현 공영주차장 조성,1,0,0,500,0,0,1
BG224,국토교통위원회,국토교통부,양평강하-강상,1,0,0,500,0,0,1
BG225,국토교통위원회,국토교통부,동막-개야,1,0,0,500,0,0,1
BG226,국토교통위원회,국토교통부,미로-하장,1,0,0,500,0,0,1
BG227,국토교통위원회,국토교통부,화성장자-용인남사,1,0,0,500,0,0,1
BG228,국토교통위원회,국토교통부,부여임천-논상강경,1,0,0,500,0,0,1
BG229,국토교통위원회,국토교통부,죽장-달산,1,0,0,500,0,0,1
BG230,국토교통위원회,국토교통부,온정-원남,1,0,0,500,0,0,1
BG231,국토교통위원회,국토교통부,홍성은하장척-목현,1,0,0,500,0,0,1
BG232,국토교통위원회,국토교통부,마령재터널국지도건설,1,1,1,500,0,0,0
BG233,국토교통위원회,국토교통부,북평-북일국지도건설,1,0,0,500,1,0,0
BG234,국토교통위원회,국토교통부,양주장흥-광적국지도건설,1,0,1,500,0,0,0
BG235,국토교통위원회,국토교통부,시흥시 매화지구 개발 제한구역 주민지원사업,1,0,0,500,0,0,1
BG236,국토교통위원회,국토교통부,대전경찰훈련시설 진입도로 개설,1,1,0,500,0,0,1
BG237,국토교통위원회,국토교통부,남양주시 월문 보행로 및 자전거도로 조성,1,0,1,500,0,0,1
BG238,국토교통위원회,국토교통부,고양시 흥도로 132 번지 도로개설공사,1,0,1,500,0,0,1
BG239,국토교통위원회,국토교통부,고양시 덕양구 신원동 도로개설공사,1,0,1,500,0,0,1
BG240,국토교통위원회,국토교통부,남해안 오션뷰 명소화 사업(효율화용역),1,0,0,500,0,0,0
BG241,국토교통위원회,국토교통부,섬진강문화벨트 조성 사업(효율화용역),1,0,0,500,0,0,0
BG242,보건복지위원회,보건복지부,경기 시흥 공동형장사 시설 건립,1,0,0,492,0,1,1
BG243,환경노동위원회,고용노동부,대전캠퍼스 학생회관 건립,1,0,0,492,0,0,0
BG244,교육위원회,교육부,하노이 한국교육원 신설,0,0,1,486,0,0,0
BG245,국토교통위원회,국토교통부,부산 북구 구포당숲 주변 공영주차장 조성,1,0,0,450,0,0,1
BG246,보건복지위원회,보건복지부,바우처 전산시스템 설계 및 운영,0,0,0,446,0,0,0
BG247,과학기술정보방송통신위원회,과학기술정보통신부,5G 시험망 기반 테스트 베드 구축,0,0,0,400,0,0,0
BG248,농림축산식품해양수산위원회,농림축산식품부,입장저수지 수질개선,1,0,0,400,0,0,1
BG249,보건복지위원회,보건복지부,필리핀 메트로마닐라 도시 빈곤지역건강증진사업,0,0,0,400,0,0,0
BG250,국토교통위원회,국토교통부,파주센트럴밸리 일반 산단진입도로,1,0,0,400,0,0,0
BG251,행정안전위원회,행정안전부,무안군 월선지구 급경사지 붕괴위험지구 정비,1,0,1,387,0,0,1
BG252,문화체육관광위원회,문화체육관광부,문헌사색원 조성,1,0,0,375,0,0,1
BG253,보건복지위원회,보건복지부,신안군 장애인보호 작업장 신축,1,0,1,362,0,0,0
BG254,정무위원회,국가보훈처,전남항일독립운동기념탑,1,0,0,360,0,0,0
BG255,환경노동위원회,환경부,보길도 지하수 저류지 설치,1,0,0,350,0,0,0
BG256,국토교통위원회,국토교통부,인천 연수구 선학동 정비사업,1,0,1,308,0,0,1
BG257,교육위원회,교육부,군산대 시민과 함께 하는 열린캠퍼스 조성,1,0,0,300,0,0,0
BG258,과학기술정보방송통신위원회,과학기술정보통신부,융합의학 관련 인프라 조성 타당성 조사,1,0,0,300,0,0,0
BG259,국방위원회,국방부,해군 제6항공전단 실내체육관 신축,1,0,0,300,0,0,0
BG260,문화체육관광위원회,문화재청,법주사성보박물관 건립 기본계획 수립 및 설계비,1,0,0,300,0,0,0
BG261,농림축산식품해양수산위원회,농림축산식품부,고창지구 배수개선,1,0,0,300,0,0,1
BG262,농림축산식품해양수산위원회,농림축산식품부,천안 북부지구 농촌 용수이용체계재편,1,0,0,300,0,0,1
BG263,농림축산식품해양수산위원회,농림축산식품부,민북DMZ 지구 다목적 농촌용수개발,1,0,1,300,0,0,1
BG264,농림축산식품해양수산위원회,해양수산부,통영 마리나 비즈센터 건립,1,1,0,300,0,0,1
BG265,농림축산식품해양수산위원회,해양수산부,부산항축제 지원,1,1,0,300,0,0,1
BG266,보건복지위원회,보건복지부,아동수당ㆍ출산장려금 등 연구용역,0,0,0,300,0,0,0
BG267,환경노동위원회,환경부,고양 일산수질복원센터,1,0,0,300,0,0,0
BG268,환경노동위원회,환경부,영동 예전 외 5개소,1,0,0,300,0,0,0
BG269,환경노동위원회,환경부,인천 강화 옥림 용정,1,0,0,300,0,0,0
BG270,환경노동위원회,환경부,강릉 시가지,1,0,0,300,0,0,0
BG271,환경노동위원회,환경부,창원 중리처리분구,1,0,0,300,0,0,0
BG272,환경노동위원회,환경부,익산 금마 팔봉 남중,1,0,0,300,0,0,0
